order_id,delivery_partner_id,delivery_status,delivery_time_minutes,distance_km,reasons_if_delayed
6949810049,68356,On Time,-1.0,4.59,
2399456941,95044,Slightly Delayed,7.0,1.88,Traffic
6292969164,60860,Slightly Delayed,13.0,4.22,Traffic
2929485756,98387,Significantly Delayed,27.0,2.46,Traffic
8757869416,89940,On Time,0.0,0.84,
2653966619,20322,On Time,-4.0,3.9,
336103625,53527,On Time,1.0,4.58,Traffic
3727289407,96404,On Time,-3.0,2.24,
701250513,12426,On Time,1.0,4.12,Traffic
101816977,74586,On Time,4.0,1.45,Traffic
7838223552,32488,On Time,-1.0,4.95,
4123140013,7581,On Time,-4.0,2.59,
9821008306,9712,On Time,-4.0,0.74,
5414882934,39970,On Time,-1.0,2.98,
9257313140,71919,Significantly Delayed,17.0,1.34,Traffic
3857021231,8994,On Time,2.0,3.89,Traffic
1606381345,84799,On Time,-5.0,1.32,
239830094,64707,On Time,-2.0,4.5,
580582858,23439,On Time,-1.0,4.39,
4191340899,84191,On Time,0.0,2.05,
1013630716,36890,Significantly Delayed,18.0,2.58,Traffic
8220017366,69432,Significantly Delayed,18.0,2.59,Traffic
4353485612,67044,Slightly Delayed,9.0,1.22,Traffic
8682172393,60531,On Time,5.0,0.99,Traffic
4085089017,73060,Slightly Delayed,7.0,0.95,Traffic
1287686307,72260,Significantly Delayed,22.0,3.84,Traffic
4425450216,11470,On Time,-4.0,2.32,
7799346570,6267,On Time,-5.0,4.86,
5917975686,95635,On Time,1.0,2.29,Traffic
9588500388,25906,Slightly Delayed,14.0,2.55,Traffic
3963207709,75698,Significantly Delayed,24.0,3.13,Traffic
2217466286,55729,Significantly Delayed,23.0,2.22,Traffic
7130088913,27018,On Time,3.0,3.43,Traffic
9064682961,74646,On Time,-1.0,3.91,
6060156146,43137,Slightly Delayed,15.0,3.34,Traffic
3106610673,39962,Slightly Delayed,8.0,4.04,Traffic
442408751,31883,On Time,1.0,3.45,Traffic
353571238,49421,On Time,4.0,1.94,Traffic
4670530333,73412,On Time,-3.0,2.26,
4961370923,95563,On Time,5.0,1.03,Traffic
8946821991,7047,On Time,0.0,2.84,
5720622852,41385,On Time,-2.0,4.29,
7305353953,79920,Significantly Delayed,28.0,1.58,Traffic
1402723627,29946,Slightly Delayed,14.0,4.23,Traffic
9820620357,19268,On Time,5.0,1.35,Traffic
1930286155,22959,Slightly Delayed,6.0,2.1,Traffic
6759029950,27838,On Time,4.0,2.4,Traffic
9032188284,45176,Slightly Delayed,11.0,2.56,Traffic
9490161602,35300,On Time,-5.0,0.81,
8565257085,74770,On Time,-4.0,1.9,
4884845960,39010,On Time,-4.0,3.47,
6181604084,63800,On Time,-3.0,0.69,
2718508408,47220,Slightly Delayed,15.0,4.85,Traffic
8354866000,19057,Slightly Delayed,8.0,5.0,Traffic
8025728977,66000,On Time,-3.0,2.84,
6531356394,92872,On Time,0.0,0.83,
5489184758,69415,On Time,-1.0,3.02,
1377599881,17690,On Time,-3.0,0.53,
227162938,43553,On Time,-2.0,2.54,
3449083612,65165,Slightly Delayed,13.0,3.64,Traffic
5662514948,58053,On Time,-5.0,3.27,
2034571482,86556,Slightly Delayed,15.0,2.48,Traffic
348782569,88218,Slightly Delayed,11.0,2.5,Traffic
8697396531,59371,On Time,-2.0,1.71,
3538455450,63154,On Time,-1.0,2.89,
7513290139,96784,On Time,-1.0,3.71,
8320461939,63519,On Time,-4.0,4.38,
8217899522,15587,On Time,0.0,4.1,
4217056877,94995,Slightly Delayed,8.0,3.74,Traffic
3684167813,82021,On Time,-2.0,0.85,
5351904164,98439,On Time,5.0,1.17,Traffic
2731829604,85333,On Time,-3.0,0.89,
7162485958,64568,On Time,0.0,2.87,
4830502113,8022,On Time,-1.0,2.76,
9797013595,35734,Slightly Delayed,9.0,3.93,Traffic
9487843345,82632,On Time,4.0,2.95,Traffic
2148242015,13676,Significantly Delayed,29.0,4.21,Traffic
7465258008,63335,Slightly Delayed,14.0,2.88,Traffic
8875274470,54978,Significantly Delayed,25.0,1.03,Traffic
7049717910,10931,On Time,-2.0,0.83,
4829897426,93475,On Time,-3.0,3.29,
3532186218,34900,On Time,1.0,4.85,Traffic
6897674900,5998,On Time,-3.0,2.32,
163895717,45284,On Time,-3.0,2.3,
9857592403,36569,On Time,4.0,4.17,Traffic
2521197661,49637,Significantly Delayed,17.0,0.86,Traffic
488314125,60702,Slightly Delayed,13.0,3.13,Traffic
5073549838,20915,On Time,4.0,1.01,Traffic
6399568661,45002,On Time,-1.0,3.42,
3672658084,66143,On Time,0.0,3.4,
8273236145,8874,On Time,2.0,3.75,Traffic
3411233779,33913,On Time,-4.0,1.67,
8024667539,26395,Slightly Delayed,12.0,1.85,Traffic
6112199794,75415,Slightly Delayed,6.0,4.43,Traffic
9484473160,38707,Slightly Delayed,9.0,2.47,Traffic
9729709418,43891,On Time,-5.0,4.73,
7900224799,45482,Slightly Delayed,13.0,1.48,Traffic
1821414490,55493,On Time,-1.0,0.92,
5813507399,13303,On Time,-5.0,2.37,
3928003125,40065,Slightly Delayed,15.0,1.46,Traffic
5271866987,15044,On Time,-2.0,2.84,
9794537731,23014,On Time,3.0,3.02,Traffic
4852718488,71839,On Time,-1.0,3.31,
8300546273,80645,On Time,2.0,1.58,Traffic
976104194,65001,Significantly Delayed,30.0,0.78,Traffic
5373961125,72609,On Time,5.0,2.88,Traffic
6056126973,84012,On Time,0.0,3.31,
6352881332,21808,On Time,4.0,3.03,Traffic
1643234106,63857,Slightly Delayed,15.0,4.22,Traffic
8697966993,45795,Significantly Delayed,22.0,2.95,Traffic
2276061263,25181,On Time,0.0,1.18,
4045613782,29650,On Time,5.0,2.23,Traffic
2959828441,80243,On Time,4.0,1.62,Traffic
3514589876,24168,On Time,0.0,4.1,
9444081952,88637,On Time,3.0,1.4,Traffic
8183959589,80408,On Time,4.0,1.58,Traffic
1712832927,60377,Slightly Delayed,14.0,0.78,Traffic
8162867215,53830,On Time,5.0,2.71,Traffic
4160230443,41222,On Time,5.0,2.46,Traffic
9787535949,20817,Slightly Delayed,10.0,1.96,Traffic
3423995261,50959,On Time,4.0,3.39,Traffic
1523343168,41110,On Time,4.0,4.56,Traffic
1948066291,33207,On Time,3.0,3.15,Traffic
2021361582,88680,Significantly Delayed,16.0,0.61,Traffic
7491420331,81340,Slightly Delayed,8.0,3.25,Traffic
994840771,22900,Slightly Delayed,14.0,3.72,Traffic
6277344634,98138,Significantly Delayed,22.0,2.48,Traffic
4092653338,30910,On Time,-5.0,4.63,
7213712604,25295,On Time,-4.0,2.8,
7326709115,46549,Slightly Delayed,7.0,3.53,Traffic
9419789569,54029,On Time,0.0,2.48,
5388191488,38734,Slightly Delayed,12.0,0.6,Traffic
9065873433,61365,Slightly Delayed,10.0,2.06,Traffic
4627342297,47725,On Time,5.0,2.44,Traffic
4286971111,7124,On Time,-5.0,1.8,
645282074,19843,On Time,-1.0,0.88,
7260939789,13059,On Time,5.0,1.1,Traffic
1716322448,66774,On Time,3.0,4.92,Traffic
4293959647,72576,On Time,-1.0,2.09,
3331935300,14328,On Time,2.0,1.12,Traffic
1775389576,59128,On Time,-1.0,0.67,
8194774262,19069,Slightly Delayed,10.0,3.25,Traffic
3615279775,33091,On Time,-1.0,2.4,
11467999,1908,Slightly Delayed,14.0,0.68,Traffic
3971267196,59116,On Time,4.0,2.74,Traffic
1584863963,70947,Significantly Delayed,17.0,3.64,Traffic
1557893814,60172,On Time,4.0,1.85,Traffic
8172695964,52140,On Time,2.0,2.43,Traffic
7462800868,39973,Significantly Delayed,28.0,1.77,Traffic
5438961669,67068,Significantly Delayed,17.0,2.1,Traffic
4904849001,8244,On Time,5.0,4.42,Traffic
4816980820,28954,Significantly Delayed,18.0,2.31,Traffic
9004078716,60691,On Time,0.0,4.57,
8350353728,73339,On Time,5.0,1.62,Traffic
1204084245,55802,Significantly Delayed,16.0,4.5,Traffic
4142209897,6857,On Time,0.0,3.27,
125551624,16319,On Time,0.0,1.09,
9970545044,81093,On Time,5.0,1.76,Traffic
7976032064,39126,On Time,2.0,4.57,Traffic
8691567542,87207,On Time,5.0,1.06,Traffic
3592747590,92032,Significantly Delayed,29.0,3.76,Traffic
7495753437,20625,On Time,0.0,1.06,
3965847120,60885,On Time,2.0,4.21,Traffic
9365984533,40460,On Time,-3.0,4.34,
2948242102,55456,On Time,-2.0,4.57,
6161193691,22997,On Time,-5.0,2.46,
5964122835,98433,On Time,-3.0,4.54,
8879377902,61662,On Time,-5.0,3.82,
8158068874,93613,Slightly Delayed,14.0,4.01,Traffic
7039570964,40041,Slightly Delayed,12.0,0.52,Traffic
5482913265,84976,Slightly Delayed,11.0,0.61,Traffic
1018255782,35907,Significantly Delayed,20.0,2.48,Traffic
8441505853,58002,On Time,2.0,3.69,Traffic
3850018395,42851,Slightly Delayed,15.0,1.25,Traffic
4884197611,4714,Significantly Delayed,25.0,4.29,Traffic
5321849748,43163,On Time,-5.0,2.69,
9808738347,81334,On Time,-3.0,2.79,
8727249149,16796,On Time,-3.0,2.27,
2772154780,74237,On Time,-1.0,0.69,
9128056381,95005,On Time,0.0,0.84,
4461463308,43141,On Time,0.0,1.16,
5636483988,73517,On Time,-1.0,4.35,
1532065529,1354,On Time,2.0,1.94,Traffic
9933994647,46871,On Time,1.0,2.0,Traffic
4823026749,97537,On Time,-4.0,3.57,
7453442245,69200,On Time,3.0,2.49,Traffic
6519941559,88898,On Time,0.0,2.37,
3798769654,96996,On Time,-4.0,3.45,
5034289521,98165,On Time,-2.0,2.26,
6971088688,33387,Slightly Delayed,9.0,3.13,Traffic
5650184107,60066,On Time,0.0,1.16,
5770410311,96121,On Time,-2.0,0.96,
274530126,35596,Significantly Delayed,22.0,4.22,Traffic
4819831152,97045,On Time,4.0,2.73,Traffic
6977688323,77691,On Time,5.0,2.86,Traffic
2035952734,1616,On Time,-1.0,0.84,
3665334102,6292,Slightly Delayed,6.0,1.11,Traffic
1862413314,3855,On Time,3.0,3.96,Traffic
4466643926,37936,On Time,1.0,4.72,Traffic
4470717835,80246,On Time,3.0,1.91,Traffic
3018086191,86332,On Time,2.0,2.04,Traffic
2447983559,68149,Significantly Delayed,27.0,1.82,Traffic
5116322704,24469,On Time,4.0,2.51,Traffic
8941550852,18037,On Time,3.0,4.18,Traffic
8026773850,22178,On Time,3.0,3.97,Traffic
2102402075,81176,On Time,-5.0,5.0,
989844439,77083,On Time,-2.0,2.39,
8426805628,88737,On Time,-2.0,1.87,
7662188403,80894,Slightly Delayed,8.0,3.91,Traffic
9141654140,38063,On Time,1.0,1.33,Traffic
5696947751,58100,On Time,1.0,3.95,Traffic
8953871540,62193,On Time,5.0,1.91,Traffic
1767778760,57806,On Time,0.0,2.32,
5516201271,32490,On Time,-2.0,1.52,
9358248664,52315,On Time,-3.0,0.77,
1530424665,53811,On Time,2.0,3.67,Traffic
7816293360,81753,On Time,2.0,3.35,Traffic
1602396548,64637,On Time,2.0,1.2,Traffic
7938126128,50175,On Time,-1.0,2.11,
271744331,30354,On Time,-2.0,3.23,
387311360,7081,On Time,-1.0,4.42,
1286123100,19279,On Time,3.0,4.03,Traffic
4832392771,33654,On Time,3.0,1.61,Traffic
4800106448,38774,On Time,-4.0,3.27,
5500008514,48166,On Time,-1.0,3.12,
7879575037,85162,On Time,5.0,2.29,Traffic
50845914,95031,On Time,-3.0,3.41,
9766990467,18483,Slightly Delayed,8.0,1.69,Traffic
4215602937,38381,On Time,1.0,3.25,Traffic
238484255,87590,On Time,2.0,0.92,Traffic
3293988248,19751,Significantly Delayed,29.0,2.58,Traffic
5296157775,68713,On Time,3.0,1.35,Traffic
1143489067,68548,On Time,-3.0,4.28,
8524452029,65655,Slightly Delayed,7.0,0.54,Traffic
4256779885,71100,On Time,-2.0,2.71,
7744686996,4886,Significantly Delayed,22.0,1.95,Traffic
5427462399,87698,On Time,4.0,3.89,Traffic
8596751747,95854,On Time,-1.0,4.11,
4746468643,5235,On Time,1.0,4.62,Traffic
3010047327,65599,On Time,5.0,2.44,Traffic
1236959246,76379,On Time,4.0,1.59,Traffic
6600422315,46137,On Time,3.0,0.94,Traffic
3227252410,66386,On Time,-2.0,0.92,
6972292408,46413,Significantly Delayed,17.0,2.13,Traffic
7562754470,46136,On Time,1.0,1.58,Traffic
7361971676,18979,On Time,4.0,4.06,Traffic
8875605037,16915,On Time,4.0,1.78,Traffic
8508253527,11048,Slightly Delayed,12.0,2.64,Traffic
6798775600,81032,Slightly Delayed,14.0,3.02,Traffic
3624810422,83193,On Time,4.0,1.05,Traffic
4740213452,85085,Slightly Delayed,12.0,2.62,Traffic
3825468344,35824,On Time,2.0,4.66,Traffic
902245665,25868,On Time,-2.0,1.57,
6874299189,38460,On Time,3.0,4.85,Traffic
1127125313,81996,Slightly Delayed,9.0,3.32,Traffic
3606548818,90473,On Time,2.0,4.0,Traffic
5750044154,71543,Slightly Delayed,11.0,2.04,Traffic
3872847781,45099,On Time,-2.0,3.03,
5939554684,71726,On Time,4.0,1.97,Traffic
676412814,88453,On Time,0.0,3.44,
4248390724,49698,Slightly Delayed,9.0,2.98,Traffic
8938687150,99357,On Time,-5.0,2.03,
7898867047,51564,Slightly Delayed,7.0,3.91,Traffic
2142065357,1749,On Time,0.0,2.63,
9024719693,96400,On Time,1.0,2.56,Traffic
8976616698,46211,On Time,2.0,2.97,Traffic
8792586840,44722,On Time,3.0,4.87,Traffic
5375387413,53977,On Time,2.0,1.63,Traffic
4252164097,11104,Slightly Delayed,8.0,4.88,Traffic
8423273411,81864,On Time,0.0,1.77,
2551179741,50120,Slightly Delayed,14.0,2.62,Traffic
227511348,90637,On Time,1.0,0.84,Traffic
4434464045,84509,On Time,0.0,1.19,
7041011843,79645,On Time,0.0,3.37,
6510283268,59772,On Time,-2.0,4.4,
6853654698,57378,On Time,5.0,1.16,Traffic
9338996795,85003,On Time,-2.0,4.45,
7346145952,32434,On Time,-4.0,0.76,
6497069610,80825,On Time,2.0,1.13,Traffic
1741402363,29182,On Time,2.0,1.4,Traffic
4825878367,96209,On Time,0.0,4.4,
7019011442,15863,On Time,-4.0,2.49,
1674463798,17663,Slightly Delayed,6.0,0.99,Traffic
305684588,70029,Significantly Delayed,16.0,4.53,Traffic
5967495442,7004,Slightly Delayed,11.0,1.54,Traffic
2571047526,45704,On Time,-5.0,2.29,
7784811086,83254,Significantly Delayed,24.0,1.07,Traffic
7942005230,44185,Slightly Delayed,10.0,2.99,Traffic
6653543195,68173,Slightly Delayed,11.0,2.42,Traffic
397928918,80520,Slightly Delayed,15.0,4.32,Traffic
776120140,28491,Significantly Delayed,16.0,2.58,Traffic
8293188779,71056,On Time,-2.0,2.18,
178737268,66743,On Time,-1.0,3.03,
5246598523,67554,Significantly Delayed,26.0,2.03,Traffic
1172544737,27338,Slightly Delayed,10.0,4.9,Traffic
6419533291,32799,On Time,2.0,1.37,Traffic
882083749,42317,On Time,4.0,3.82,Traffic
3185510401,60744,On Time,4.0,2.04,Traffic
7760767006,88497,On Time,-5.0,2.21,
3833878150,27906,Significantly Delayed,26.0,3.31,Traffic
369899578,85235,On Time,1.0,2.12,Traffic
1944466212,77615,On Time,-1.0,4.02,
4064447117,36940,Significantly Delayed,19.0,4.11,Traffic
1553685597,246,Significantly Delayed,30.0,2.21,Traffic
3682284811,10177,On Time,-3.0,1.6,
291439357,8626,On Time,3.0,4.33,Traffic
8285784194,72635,On Time,2.0,1.17,Traffic
5058742647,25730,On Time,4.0,0.93,Traffic
6917020296,41276,On Time,3.0,4.71,Traffic
6671181961,46269,On Time,2.0,4.07,Traffic
5123439997,55720,On Time,2.0,0.93,Traffic
8510183245,94891,On Time,-5.0,4.02,
6081384585,96881,On Time,1.0,0.74,Traffic
4423613746,1185,Slightly Delayed,9.0,1.54,Traffic
1530472691,7489,Slightly Delayed,11.0,3.45,Traffic
7009303199,72585,Slightly Delayed,8.0,0.72,Traffic
5386652055,4038,Slightly Delayed,7.0,3.92,Traffic
4413239746,21923,Slightly Delayed,13.0,4.76,Traffic
4988875078,3617,Slightly Delayed,14.0,2.9,Traffic
1617565217,5577,On Time,-1.0,1.3,
392038758,62825,Slightly Delayed,8.0,1.35,Traffic
1828727552,92001,On Time,3.0,2.35,Traffic
7119397338,39725,On Time,3.0,0.5,Traffic
2611271708,54792,On Time,3.0,1.02,Traffic
7162509481,20373,On Time,-5.0,2.82,
131913576,27197,On Time,2.0,0.76,Traffic
6627201490,31046,Slightly Delayed,11.0,3.58,Traffic
4644950813,2614,On Time,5.0,1.44,Traffic
9434934993,95990,Slightly Delayed,13.0,3.81,Traffic
2556317798,76160,On Time,-2.0,4.01,
2826150539,19554,On Time,5.0,3.16,Traffic
4283803308,29754,On Time,4.0,2.2,Traffic
6873424093,61533,On Time,1.0,2.72,Traffic
4741294126,84476,On Time,1.0,1.18,Traffic
4967241271,73253,On Time,1.0,4.29,Traffic
9554079946,90188,On Time,0.0,1.05,
4601205399,36629,On Time,5.0,1.75,Traffic
5633967304,93942,Slightly Delayed,15.0,3.63,Traffic
4168163237,32090,Slightly Delayed,12.0,2.18,Traffic
5924297360,50579,Slightly Delayed,15.0,3.57,Traffic
2120299901,35726,On Time,-4.0,2.67,
1070876534,14388,On Time,-4.0,0.64,
7032280048,41473,On Time,3.0,0.5,Traffic
156346853,16610,Slightly Delayed,15.0,1.43,Traffic
6873267326,63685,Slightly Delayed,8.0,3.17,Traffic
1370661468,83004,On Time,4.0,3.11,Traffic
3612128358,63526,On Time,-1.0,2.81,
1736953222,46700,Slightly Delayed,10.0,4.92,Traffic
9107923488,22157,On Time,4.0,4.98,Traffic
4378877600,31527,Slightly Delayed,14.0,0.94,Traffic
3232762361,89153,On Time,-2.0,3.74,
1831641377,48691,Slightly Delayed,10.0,4.35,Traffic
562428866,47688,Slightly Delayed,14.0,3.8,Traffic
4607715908,22498,Slightly Delayed,7.0,2.31,Traffic
4804575203,32008,Significantly Delayed,23.0,2.47,Traffic
8287234948,4824,On Time,3.0,1.92,Traffic
6074452586,11946,On Time,4.0,2.12,Traffic
6821790656,64612,On Time,1.0,3.92,Traffic
7821942520,11136,On Time,1.0,2.62,Traffic
3012496270,96443,On Time,0.0,4.62,
8980370750,29273,On Time,1.0,2.34,Traffic
6535672015,91217,On Time,5.0,3.94,Traffic
6999060704,29169,Slightly Delayed,7.0,4.34,Traffic
9403732731,97526,On Time,4.0,4.7,Traffic
5649255352,42987,On Time,2.0,1.79,Traffic
5034409841,71481,Significantly Delayed,18.0,1.76,Traffic
9072111617,7933,On Time,-3.0,0.69,
9556880451,26471,On Time,-5.0,0.88,
4602796463,15486,On Time,5.0,4.75,Traffic
6061353924,5451,On Time,-3.0,2.47,
4366519080,71938,On Time,-4.0,4.15,
1324817141,88990,On Time,-2.0,3.53,
5419080144,87381,On Time,-5.0,3.05,
8813470284,39091,On Time,-5.0,3.15,
3182992799,26718,Slightly Delayed,13.0,4.56,Traffic
7792996715,57039,On Time,-5.0,4.66,
6962624734,32296,On Time,5.0,1.69,Traffic
5948662456,39614,On Time,2.0,0.64,Traffic
3395675979,8303,On Time,-3.0,2.55,
7550368787,25992,Slightly Delayed,12.0,4.12,Traffic
8357671697,16324,On Time,-1.0,1.14,
9600704922,40938,On Time,-1.0,4.99,
9915229426,7428,On Time,0.0,1.69,
9927474026,85439,Slightly Delayed,13.0,0.9,Traffic
6310535397,8620,On Time,0.0,3.54,
8045941430,43620,On Time,0.0,0.64,
4390394582,97518,On Time,0.0,4.85,
5062545226,54305,On Time,-3.0,1.59,
2836701831,84057,On Time,4.0,1.63,Traffic
4115492281,99505,On Time,1.0,2.16,Traffic
3554645781,64263,Slightly Delayed,9.0,3.43,Traffic
3983605701,58335,Slightly Delayed,9.0,2.75,Traffic
8581516385,29947,On Time,0.0,2.41,
8290229112,29611,On Time,-3.0,2.06,
1195560119,6698,On Time,3.0,1.79,Traffic
5077327994,93285,On Time,-3.0,4.36,
2945185661,6710,On Time,-2.0,2.76,
3951005873,73170,On Time,-5.0,4.02,
3490816523,16914,Slightly Delayed,15.0,4.88,Traffic
6739114301,10714,On Time,2.0,1.42,Traffic
5728818155,40143,Slightly Delayed,8.0,1.82,Traffic
7713651693,17257,On Time,5.0,4.26,Traffic
5452048621,51769,Slightly Delayed,15.0,1.74,Traffic
2297027645,67885,On Time,-5.0,2.68,
2438302298,96633,Slightly Delayed,15.0,2.07,Traffic
578811216,5169,Significantly Delayed,18.0,0.57,Traffic
8684710720,45070,On Time,-1.0,3.27,
1249797614,18282,On Time,1.0,4.91,Traffic
8013026217,53586,On Time,0.0,2.31,
5421697986,87496,On Time,4.0,4.2,Traffic
8922741261,48378,On Time,1.0,2.01,Traffic
3441102335,47299,On Time,0.0,1.66,
6065607924,13007,On Time,-1.0,2.71,
5153395650,19704,On Time,4.0,4.12,Traffic
2215235447,26672,On Time,-4.0,3.74,
5678676134,90181,On Time,-4.0,4.35,
5045588926,32917,On Time,1.0,2.76,Traffic
1677502866,1304,On Time,-3.0,2.08,
4777610024,34722,Slightly Delayed,10.0,1.04,Traffic
477350788,87,On Time,-5.0,1.37,
4616699342,34959,On Time,-4.0,2.98,
8849914077,91680,On Time,-1.0,4.75,
9183435457,11473,On Time,-4.0,0.97,
6922646336,26070,On Time,3.0,3.81,Traffic
3228806806,4696,Significantly Delayed,23.0,3.64,Traffic
4893095476,71356,Slightly Delayed,12.0,0.74,Traffic
7773468233,3584,On Time,2.0,1.17,Traffic
5928657526,91083,On Time,1.0,4.07,Traffic
4435936422,84583,On Time,-1.0,4.98,
6031122324,85429,On Time,1.0,2.0,Traffic
7286969496,22044,On Time,-3.0,1.03,
4665508413,31212,On Time,0.0,4.23,
9224598372,432,On Time,-5.0,3.72,
842020543,13649,On Time,4.0,0.67,Traffic
7237143327,40577,On Time,0.0,2.12,
5095141954,66856,On Time,-5.0,2.62,
6229535077,58180,On Time,-3.0,0.57,
2984879441,87895,On Time,4.0,4.76,Traffic
785895477,94534,Significantly Delayed,28.0,3.1,Traffic
6220343481,80069,On Time,4.0,3.67,Traffic
5897343054,2375,Significantly Delayed,22.0,3.75,Traffic
60465,58998,On Time,5.0,3.97,Traffic
2245476104,18768,On Time,3.0,4.97,Traffic
6347292505,14479,Slightly Delayed,6.0,1.12,Traffic
8321900643,83965,On Time,2.0,3.41,Traffic
9639033064,69379,On Time,-4.0,2.6,
2748368258,83680,On Time,-5.0,4.85,
1444371693,20972,On Time,4.0,4.19,Traffic
7111342746,24182,On Time,2.0,2.46,Traffic
9457576236,62085,Slightly Delayed,6.0,1.2,Traffic
4167252733,29916,On Time,-1.0,4.92,
4304875010,31244,On Time,-5.0,3.42,
4870910859,55357,On Time,-5.0,2.21,
3674118222,34829,Slightly Delayed,6.0,3.11,Traffic
38408517,84919,Significantly Delayed,22.0,4.98,Traffic
3081609596,77266,On Time,0.0,4.39,
1390229631,93232,Slightly Delayed,10.0,0.65,Traffic
7498092418,54791,Slightly Delayed,7.0,0.6,Traffic
3334055527,63631,On Time,4.0,0.72,Traffic
8729426842,75375,On Time,-5.0,2.81,
1722808791,24901,On Time,-4.0,1.42,
9775070757,13251,Slightly Delayed,7.0,4.66,Traffic
4737779056,18157,On Time,-5.0,1.64,
2047483376,55201,On Time,2.0,0.53,Traffic
4758632331,87979,Significantly Delayed,27.0,4.89,Traffic
4741574337,8790,On Time,4.0,4.22,Traffic
5805120939,42843,Slightly Delayed,12.0,2.52,Traffic
7550508,38073,On Time,-1.0,2.21,
1966056265,1498,On Time,5.0,3.87,Traffic
6363072906,44781,On Time,-3.0,3.02,
7389054351,81899,On Time,-1.0,1.6,
7146572423,63798,On Time,3.0,3.16,Traffic
4590810848,58417,On Time,-2.0,1.32,
9226364404,69366,Significantly Delayed,30.0,1.45,Traffic
6687792641,85941,On Time,1.0,1.91,Traffic
5183577434,48713,On Time,5.0,3.31,Traffic
7440785414,14917,On Time,-3.0,2.09,
7932057095,5226,On Time,-4.0,2.07,
6126906924,2241,On Time,1.0,3.73,Traffic
8997788831,69051,On Time,-4.0,0.77,
3480516243,7250,On Time,5.0,3.77,Traffic
1234692850,33571,On Time,-4.0,1.94,
4954911880,79410,On Time,5.0,1.8,Traffic
504060154,95455,Significantly Delayed,16.0,4.8,Traffic
8723752267,61593,On Time,2.0,2.82,Traffic
5724116944,93687,Slightly Delayed,10.0,1.74,Traffic
8161349145,34205,Slightly Delayed,7.0,1.37,Traffic
2985254380,9722,On Time,0.0,3.82,
9837170359,62865,On Time,1.0,0.59,Traffic
3915323515,4185,On Time,-2.0,4.27,
8829163586,39532,On Time,-1.0,3.08,
961526405,5497,On Time,5.0,1.56,Traffic
5792721465,59382,On Time,2.0,0.75,Traffic
8094117960,7809,Slightly Delayed,12.0,0.57,Traffic
9318325652,78258,On Time,1.0,4.54,Traffic
852676412,76980,Slightly Delayed,7.0,3.17,Traffic
6487883093,54257,On Time,2.0,0.6,Traffic
5398965602,42648,Slightly Delayed,13.0,1.47,Traffic
6149664144,53283,Significantly Delayed,18.0,0.63,Traffic
6231586256,10306,On Time,-1.0,2.71,
4598622116,61134,Significantly Delayed,20.0,4.18,Traffic
8971796779,9562,On Time,0.0,4.52,
2148246883,64363,On Time,1.0,3.85,Traffic
4357632507,7296,On Time,-2.0,4.26,
3323576462,62311,On Time,-3.0,1.1,
4220834107,39345,On Time,2.0,2.0,Traffic
4409513224,42130,Slightly Delayed,15.0,4.43,Traffic
5610159677,19987,On Time,-2.0,2.26,
6259219127,17129,On Time,5.0,1.25,Traffic
5628497118,87309,Slightly Delayed,15.0,1.16,Traffic
1508576390,46857,Significantly Delayed,24.0,3.05,Traffic
5922953060,71666,On Time,2.0,3.98,Traffic
5130838561,26109,On Time,2.0,2.25,Traffic
3217749279,21471,On Time,-5.0,1.71,
9279422297,29442,On Time,-1.0,0.89,
222955546,69541,Significantly Delayed,22.0,1.31,Traffic
8290493339,23578,On Time,-1.0,3.59,
6418952352,27372,On Time,-2.0,2.95,
8978231928,5320,Slightly Delayed,8.0,0.51,Traffic
3746306403,24591,On Time,3.0,4.05,Traffic
3157198428,42198,On Time,-4.0,0.51,
981939883,60237,Slightly Delayed,10.0,3.17,Traffic
6569836274,18594,Slightly Delayed,11.0,0.84,Traffic
5695124358,12767,On Time,-4.0,2.51,
773335066,91032,On Time,-1.0,4.68,
3618712852,68636,On Time,1.0,3.09,Traffic
6009732867,91790,On Time,-5.0,3.52,
7269785858,6677,On Time,0.0,1.52,
5798831066,15811,On Time,-4.0,4.27,
5330654120,21693,On Time,-5.0,1.59,
462189338,90802,On Time,-5.0,1.26,
7536187765,37981,On Time,-3.0,4.69,
9938820107,22973,On Time,-2.0,2.65,
9410751894,38915,On Time,-2.0,0.89,
9172888683,86299,On Time,2.0,3.76,Traffic
8018695018,75374,Slightly Delayed,10.0,0.65,Traffic
7456610316,78607,On Time,3.0,0.92,Traffic
5627902734,78934,On Time,1.0,1.98,Traffic
5189768940,38893,On Time,1.0,2.66,Traffic
173709007,80576,Significantly Delayed,21.0,1.02,Traffic
1485229334,24486,On Time,-4.0,1.95,
9334479603,10385,On Time,0.0,4.73,
8674211510,59298,On Time,2.0,3.58,Traffic
390257855,10059,On Time,4.0,2.42,Traffic
6642374542,33880,On Time,0.0,4.0,
6585999443,41264,On Time,0.0,4.01,
622705569,50356,On Time,-2.0,4.91,
1635083835,52328,Slightly Delayed,15.0,2.2,Traffic
7359512417,99158,Slightly Delayed,14.0,1.12,Traffic
9237698013,97783,On Time,-1.0,1.08,
3492935177,92168,On Time,2.0,2.14,Traffic
4324086468,98362,On Time,4.0,3.56,Traffic
9171218505,20611,Significantly Delayed,23.0,1.29,Traffic
5068157547,88481,On Time,-3.0,4.74,
8558710948,77005,On Time,4.0,4.25,Traffic
